0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
-0.06557375,-0.1534096,-0.031822655,-0.03071116,-0.08918803,-0.0025246665,0.0080312025,-0.0032813281,-0.05857244,0.11463828,-0.13436107,0.019540098,0.030901639,-0.084301755,0.0062773186,-0.070994064,-0.011035651,0.016873615,0.0853809,0.20670193,0.1708031,-0.007050798,-0.10169311,0.0080950335,0.17917995,-0.06376948,0.016403254,-0.05568631,-0.034505397,-0.093067646,0.1411537,-0.019819926,-0.007799645,0.019713644,0.013843395,0.0012920116,-0.123557456,0.0671479,-0.044516165,-0.008920444,-0.007876418,0.009577792,-0.10060662,-0.063269004,-0.10163117,0.01156997,-0.039847974,0.10350935,-0.08429346,0.026459267,0.16028716,0.054618087,-0.07087727,0.1217887,0.07958003,-0.028938573,-0.021489207,-0.064089835,-0.044740196,0.19439761,-0.054843333,-0.07173109,-0.16742136,0.056503
-0.06557375,-0.15340962,-0.031822663,-0.03071116,-0.08918803,-0.0025246635,0.008031206,-0.0032813281,-0.05857244,0.114638254,-0.13436107,0.019540094,0.030901639,-0.084301755,0.0062773186,-0.070994064,-0.011035649,0.016873611,0.08538089,0.20670196,0.1708031,-0.007050798,-0.101693094,0.0080950335,0.17917995,-0.06376948,0.016403254,-0.05568632,-0.03450539,-0.09306766,0.1411537,-0.019819923,-0.007799645,0.019713644,0.013843397,0.0012920154,-0.123557456,0.0671479,-0.044516165,-0.008920446,-0.007876421,0.009577792,-0.10060662,-0.063269004,-0.10163118,0.01156997,-0.039847974,0.10350935,-0.08429345,0.026459267,0.16028716,0.05461808,-0.07087727,0.1217887,0.07958004,-0.02893857,-0.021489207,-0.064089835,-0.044740196,0.19439761,-0.054843333,-0.07173109,-0.16742136,0.056503
-0.06557375,-0.15340962,-0.031822663,-0.03071116,-0.08918802,-0.0025246635,0.008031206,-0.0032813277,-0.05857244,0.114638254,-0.13436107,0.019540098,0.030901639,-0.084301755,0.006277322,-0.070994064,-0.011035648,0.016873611,0.08538089,0.20670196,0.1708031,-0.007050798,-0.101693094,0.0080950335,0.17917995,-0.063769475,0.016403254,-0.05568632,-0.03450539,-0.09306766,0.1411537,-0.019819923,-0.007799645,0.019713644,0.013843395,0.0012920154,-0.123557456,0.06714791,-0.044516165,-0.008920446,-0.007876421,0.009577788,-0.10060662,-0.063269004,-0.10163118,0.01156997,-0.039847974,0.10350935,-0.08429345,0.026459267,0.16028716,0.05461808,-0.07087727,0.1217887,0.07958004,-0.02893857,-0.02148921,-0.064089835,-0.044740196,0.19439761,-0.054843333,-0.07173109,-0.16742136,0.056503
-0.06557375,-0.15340962,-0.031822663,-0.03071116,-0.08918803,-0.0025246665,0.008031204,-0.0032813333,-0.05857244,0.11463828,-0.13436107,0.019540098,0.030901639,-0.084301755,0.0062773186,-0.070994064,-0.011035648,0.01687361,0.0853809,0.20670196,0.1708031,-0.007050798,-0.101693094,0.0080950335,0.17917995,-0.063769475,0.016403254,-0.05568631,-0.034505397,-0.093067646,0.1411537,-0.01981993,-0.007799645,0.019713644,0.013843395,0.0012920116,-0.123557456,0.0671479,-0.044516165,-0.008920444,-0.007876419,0.009577792,-0.10060661,-0.063269004,-0.101631194,0.01156997,-0.039847974,0.10350935,-0.084293455,0.026459267,0.16028716,0.054618087,-0.07087727,0.1217887,0.07958004,-0.028938573,-0.021489207,-0.06408983,-0.044740204,0.19439761,-0.054843333,-0.07173109,-0.16742136,0.056503
-0.06557375,-0.15340962,-0.031822667,-0.03071116,-0.08918803,-0.0025246635,0.0080312025,-0.0032813307,-0.05857244,0.11463827,-0.13436107,0.019540098,0.030901635,-0.084301755,0.006277322,-0.070994064,-0.011035648,0.016873611,0.0853809,0.20670196,0.1708031,-0.007050798,-0.101693094,0.0080950335,0.17917995,-0.06376948,0.016403254,-0.05568632,-0.034505393,-0.09306766,0.1411537,-0.01981993,-0.007799645,0.019713644,0.013843393,0.0012920154,-0.123557456,0.06714791,-0.044516165,-0.008920446,-0.007876419,0.009577788,-0.10060662,-0.063269004,-0.10163118,0.011569968,-0.039847974,0.10350935,-0.08429345,0.026459267,0.16028716,0.05461808,-0.07087727,0.1217887,0.07958004,-0.02893857,-0.021489207,-0.064089835,-0.044740196,0.19439764,-0.054843333,-0.07173109,-0.16742136,0.056503
-0.06557375,-0.15340962,-0.031822663,-0.03071116,-0.08918803,-0.002524663,0.008031205,-0.0032813253,-0.05857244,0.11463828,-0.1343611,0.019540098,0.030901639,-0.084301755,0.0062773204,-0.070994064,-0.011035651,0.016873611,0.0853809,0.20670196,0.1708031,-0.007050796,-0.101693094,0.008095033,0.17917995,-0.063769475,0.016403254,-0.05568631,-0.03450539,-0.093067646,0.1411537,-0.01981992,-0.007799641,0.019713644,0.013843395,0.0012920116,-0.123557456,0.0671479,-0.044516165,-0.008920446,-0.007876418,0.009577788,-0.10060662,-0.063269004,-0.10163117,0.011569973,-0.039847974,0.10350935,-0.08429345,0.026459267,0.16028711,0.054618087,-0.07087727,0.1217887,0.07958004,-0.028938573,-0.02148921,-0.06408982,-0.04474019,0.19439761,-0.054843325,-0.07173109,-0.16742136,0.056503
-0.06557375,-0.15340962,-0.031822663,-0.03071116,-0.08918802,-0.0025246635,0.008031207,-0.0032813281,-0.05857244,0.11463828,-0.13436107,0.019540098,0.030901639,-0.084301755,0.0062773186,-0.070994064,-0.011035648,0.016873611,0.0853809,0.20670196,0.1708031,-0.007050798,-0.101693094,0.0080950335,0.17917995,-0.063769475,0.016403254,-0.05568631,-0.03450539,-0.09306765,0.1411537,-0.01981993,-0.007799645,0.019713644,0.013843395,0.0012920118,-0.123557456,0.0671479,-0.044516165,-0.008920446,-0.007876419,0.009577788,-0.10060662,-0.063269004,-0.10163118,0.011569972,-0.039847974,0.10350935,-0.08429345,0.026459267,0.16028716,0.054618087,-0.07087727,0.1217887,0.07958004,-0.02893857,-0.02148921,-0.06408983,-0.044740196,0.19439761,-0.054843325,-0.07173109,-0.16742136,0.056503
-0.09827168,-0.09577293,0.007926781,-0.01764145,-0.24619298,0.038068745,0.027466062,-0.0130559355,-0.027376734,0.17773212,-0.24673668,0.11857118,0.06533276,-0.18481275,0.11489164,-0.14552988,0.053826742,0.0005115248,0.059704278,0.32693192,0.24507552,0.08923908,-0.16299354,0.096138015,0.44439754,-0.08178969,-0.042067632,0.0015596063,0.016195204,-0.19718677,0.21992631,-0.14651749,-0.103372686,0.0039353925,-0.1662847,-0.045649435,-0.37129584,0.19851917,-0.09895867,0.015024501,0.036221012,0.07567155,-0.21513478,-0.098573536,-0.26584354,0.06107705,0.0156541,0.31216896,-0.22087124,0.12950957,0.45858166,0.051630855,-0.11840595,0.3438327,0.21629085,0.0059597585,-0.17629465,-0.121971816,-0.21061508,0.32256898,-0.061034113,-0.10732063,-0.31134468,0.008971355
-0.06557375,-0.15340962,-0.031822655,-0.03071116,-0.089188024,-0.0025246665,0.0080312025,-0.0032813277,-0.05857244,0.11463828,-0.13436107,0.019540098,0.030901639,-0.084301755,0.006277322,-0.070994064,-0.011035648,0.016873615,0.08538089,0.20670196,0.1708031,-0.007050798,-0.101693094,0.0080950335,0.17917995,-0.06376948,0.016403254,-0.05568631,-0.034505397,-0.09306766,0.1411537,-0.019819923,-0.007799645,0.019713644,0.013843395,0.0012920116,-0.123557456,0.06714791,-0.044516165,-0.008920444,-0.007876421,0.009577788,-0.10060662,-0.063269004,-0.10163118,0.01156997,-0.039847974,0.10350935,-0.08429346,0.026459267,0.16028716,0.054618087,-0.07087727,0.12178871,0.07958004,-0.02893857,-0.021489207,-0.064089835,-0.044740204,0.19439761,-0.054843333,-0.07173109,-0.16742136,0.056503
-0.06557376,-0.15340962,-0.031822655,-0.03071116,-0.08918803,-0.0025246649,0.008031201,-0.003281331,-0.058572445,0.11463828,-0.13436107,0.01954009,0.030901631,-0.084301755,0.0062773153,-0.070994064,-0.01103565,0.016873617,0.0853809,0.20670193,0.1708031,-0.007050798,-0.101693094,0.0080950335,0.17917995,-0.063769475,0.016403254,-0.05568631,-0.034505393,-0.09306766,0.1411537,-0.01981993,-0.007799641,0.019713644,0.013843393,0.0012920116,-0.123557456,0.0671479,-0.04451616,-0.008920444,-0.007876419,0.009577791,-0.10060662,-0.063269004,-0.10163118,0.01156997,-0.039847974,0.10350935,-0.08429346,0.026459264,0.16028716,0.054618087,-0.07087727,0.1217887,0.07958004,-0.02893857,-0.02148921,-0.06408983,-0.0447402,0.19439766,-0.05484333,-0.07173109,-0.16742136,0.056503
