0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,label
0.03469395,-0.08855318,0.1171013,-0.058350816,-0.052156508,-0.05115576,0.00014565882,0.07210253,0.057818484,0.034732677,0.044209287,-0.026977088,-0.087223865,0.15133329,0.02831455,0.06512956,-0.061250597,-0.08309619,-0.06466296,0.01216758,-0.03386009,-0.074109405,0.0045283264,-0.19149661,0.0655553,-0.11948437,0.04608197,-0.08197214,-0.09525934,-0.03165128,-0.062130056,0.103594415,1.0
0.049326517,-0.108032584,0.10790647,-0.075383045,-0.08722447,-0.016847115,-0.09125087,0.083491206,0.0893162,-0.0033233673,0.07908568,0.08093711,-0.16385096,0.23383805,-0.0054363487,0.08502084,-0.0033455768,-0.15271153,-0.045534045,0.022267723,-0.09209634,-0.14036238,-0.060541414,-0.1767008,0.07642136,-0.047187045,-0.00014742142,-0.13928944,-0.12066091,0.0092294365,-0.17828134,0.031482376,1.0
0.046022475,-0.106232435,0.10607058,-0.07463903,-0.0850813,-0.018490763,-0.08173558,0.082553454,0.08455026,0.0016921995,0.07277565,0.073575646,-0.15077786,0.22490564,-0.0013795692,0.08140242,-0.008401208,-0.14334933,-0.049021594,0.020162022,-0.08399341,-0.13466258,-0.053169154,-0.17905076,0.07696204,-0.0503999,0.0041788374,-0.13557708,-0.11974083,0.011529919,-0.16739796,0.03651552,1.0
0.051377885,-0.10982312,0.10301201,-0.077530816,-0.089840084,-0.011156071,-0.10042825,0.083902106,0.09231935,-0.007732969,0.07925266,0.09535006,-0.1697965,0.24348602,-0.005635946,0.086799435,0.0003155091,-0.15864563,-0.0450174,0.02094335,-0.09905018,-0.14883232,-0.06637023,-0.17452294,0.080134474,-0.037808027,-0.00585954,-0.1498527,-0.125902,0.015605696,-0.19300658,0.021204472,1.0
0.036758997,-0.09061931,0.116408125,-0.05945222,-0.055711553,-0.04765395,-0.009494149,0.073242426,0.061153058,0.030498298,0.048181996,-0.015764825,-0.096266784,0.16006179,0.024795823,0.0672219,-0.05511174,-0.09045041,-0.06225191,0.013222985,-0.041064434,-0.0811656,-0.0028514147,-0.18956318,0.06656134,-0.11229623,0.04106484,-0.08795537,-0.09777904,-0.027735123,-0.0745163,0.096500784,1.0
0.045361146,-0.10192343,0.10249421,-0.08424718,-0.08901327,-0.011657383,-0.10425308,0.08404319,0.09163112,-0.0022956026,0.07703761,0.097489476,-0.15829548,0.2377392,-0.0036308914,0.08658773,0.0024605084,-0.15782943,-0.04600325,0.017823473,-0.094177514,-0.14771378,-0.064474,-0.17652053,0.07833324,-0.032630444,-0.010626637,-0.151604,-0.12555492,0.025959492,-0.19225466,0.017883264,1.0
0.048686728,-0.10458934,0.10624425,-0.0789454,-0.08764444,-0.014434017,-0.09935573,0.08437992,0.09086059,-0.0037939688,0.077806845,0.08838296,-0.16463336,0.23641281,-0.0044008926,0.08686553,-0.0012050951,-0.15645194,-0.045085963,0.019448176,-0.09696415,-0.1445747,-0.06340608,-0.17581436,0.07711014,-0.041442044,-0.00603552,-0.1466285,-0.12330002,0.015749706,-0.18626775,0.025133103,1.0
0.0489984,-0.10325442,0.10621504,-0.0816022,-0.08820124,-0.013151108,-0.10316661,0.08447752,0.093014374,-0.003824445,0.07959783,0.09239189,-0.16725239,0.23794112,-0.0052537136,0.08753686,0.00050517026,-0.15944059,-0.044587575,0.020229742,-0.0988154,-0.1459746,-0.06552586,-0.17505315,0.07670349,-0.03949269,-0.008204825,-0.14917001,-0.12361503,0.016048187,-0.18964858,0.02150411,1.0
0.04721498,-0.10069783,0.10703598,-0.082865715,-0.08817522,-0.014418679,-0.10377981,0.08473198,0.09196772,-0.002802248,0.07889143,0.090454556,-0.16395906,0.23570123,-0.005247749,0.08782613,0.0018496572,-0.15883723,-0.04547417,0.019526627,-0.09728133,-0.14449418,-0.063614786,-0.17532551,0.07599757,-0.0396168,-0.008523791,-0.14826569,-0.12255396,0.01837194,-0.18761736,0.022097342,1.0
0.047032293,-0.10387364,0.10764669,-0.07658246,-0.08498309,-0.01846534,-0.088553324,0.08312026,0.087626606,0.00035852706,0.075243235,0.076558545,-0.15623012,0.22792754,-0.0020174826,0.08377982,-0.005692642,-0.14866896,-0.047547683,0.019405404,-0.08914537,-0.1363801,-0.056069963,-0.17759705,0.075864,-0.049399316,0.0009538601,-0.13782303,-0.11951793,0.011840489,-0.1725176,0.03440179,1.0
